city,crime_name,2010,2011,2012,2013,2014,avg,Latitude,Longitude
Patna,Dowry deaths,3.1,4.7,5.7,6.4,4.3,4.8,25.61,85.12
,,,,,,,,,
Patna,Extortion,,,,,3.7,3.7,25.61,85.12
,,,,,,,,,
Patna,Forgery,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Gang rape,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Gang rape other than custodial,,,,,0.1,0.1,25.61,85.12
,,,,,,,,,
Patna,Grievous hurt,,,,,122.9,122.9,25.61,85.12
,,,,,,,,,
Patna,House trespass & house breaking,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Human trafficking,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Hurt,2,20.8,166.1,59.4,122.9,74.2,25.61,85.12
,,,,,,,,,
Patna,Importation of girls from foreign country,0,0,0,0,0,0,25.61,85.12
,,,,,,,,,
Patna,Imputation or assertions prejudicial to national integration,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Industrial riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Insult to modesty of women at office premises,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Insult to modesty of women at other places,,,,,5.8,5.8,25.61,85.12
,,,,,,,,,
Patna,Insult to modesty of women in other places related to work,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Insult to modesty of women in public transport system,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Insult to the modesty of women,0.3,0.1,0.1,0.2,5.8,1.3,25.61,85.12
,,,,,,,,,
Patna,Kidnapping,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Kidnapping & abduction,10.7,12,14.2,21.6,29.3,17.6,25.61,85.12
,,,,,,,,,
Patna,Kidnapping & abduction in order to murder,,,,,0.6,0.6,25.61,85.12
,,,,,,,,,
Patna,Kidnapping & abduction of others,7.3,5.9,,4.9,0,6,25.61,85.12
,,,,,,,,,
Patna,Kidnapping & abduction of women and girls,6,13,25.4,35.7,0,20,25.61,85.12
,,,,,,,,,
Patna,Kidnapping & abduction of women to compel her for marriage,,,,,37.4,37.4,25.61,85.12
,,,,,,,,,
Patna,Kidnapping for ransom,,,,,0.5,0.5,25.61,85.12
,,,,,,,,,
Patna,Kidnapping of others,,,2.2,,0,2.2,25.61,85.12
,,,,,,,,,
Patna,Making or possessing materials for forged currency or bank notes,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Making or using documents resembling currency notes or bank notes,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Making preparation and assembly for committing dacoity,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Murder,7.6,6.5,10.9,9.7,10,8.9,25.61,85.12
,,,,,,,,,
Patna,Offences against state,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Offences promoting enmity between different groups,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Offences related to counterfeit coin,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Other IPC crimes,294.8,197.7,86.1,321.3,246.7,229.3,25.61,85.12
,,,,,,,,,
Patna,Other cases of assault on women to outrage her modesty,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Other caste conflict riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Other kidnapping & abduction,,,,,10.6,10.6,25.61,85.12
,,,,,,,,,
Patna,Other rape,2.6,2.8,3.7,6,0.5,3.1,25.61,85.12
,,,,,,,,,
Patna,Other rape other than custodial,,,,,5.5,5.5,25.61,85.12
,,,,,,,,,
Patna,Other theft,53.6,56.5,66.2,75.3,77.9,65.9,25.61,85.12
,,,,,,,,,
Patna,Political riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Preparation & assembly for dacoity,0,0,0,0,0,0,25.61,85.12
,,,,,,,,,
Patna,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Rape,2.6,2.8,3.7,6,5.6,4.1,25.61,85.12
,,,,,,,,,
Patna,Rape other than custodial,,,,,5.6,5.6,25.61,85.12
,,,,,,,,,
Patna,Riots,11.4,14.3,14.4,16.5,23,15.9,25.61,85.12
,,,,,,,,,
Patna,Riots others,,,,,23,23,25.61,85.12
,,,,,,,,,
Patna,Robbery,7.7,5.9,4.3,7.7,7.3,6.6,25.61,85.12
,,,,,,,,,
Patna,SCs-STs vs Non-SCs-STs riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Sectarian riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Sedition,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Sexual harassment,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Sexual harassment and molestation of women,0.7,0.2,1.7,1.8,5.8,2,25.61,85.12
,,,,,,,,,
Patna,Stalking,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Student riots,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Theft,124,115.6,136.9,156.9,178.5,142.4,25.61,85.12
,,,,,,,,,
Patna,Total cognizable crimes under IPC,528.2,453.9,525.1,702.8,752.1,592.4,25.61,85.12
,,,,,,,,,
Patna,Unlawful assembly,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Unnatural offences,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Use of criminal force with intent to disrobe women,,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,25.61,85.12
,,,,,,,,,
Patna,Voyeurism,,,,,0,0,25.61,85.12
,,,,,,,,,
Pune,Acid attack,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Agrarian riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Arson,0.5,0.5,1,0.7,0.8,0.7,18.52,73.85
,,,,,,,,,
Pune,Assault on women with intent to outrage her modesty,3.3,4.9,5,12.7,19,9,18.52,73.85
,,,,,,,,,
Pune,Attempt to acid attack,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Attempt to commit murder,2.5,2.3,2.5,2.7,3.6,2.7,18.52,73.85
,,,,,,,,,
Pune,Attempt to commit rape,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Auto theft,78.5,56.8,51.6,47.5,55.1,57.9,18.52,73.85
,,,,,,,,,
Pune,Burglary,33.3,23.6,20.2,23.7,27,25.6,18.52,73.85
,,,,,,,,,
Pune,Caste conflict riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Causing death by negligence,16.5,10.7,10.4,10.6,9,11.4,18.52,73.85
,,,,,,,,,
Pune,Causing injuries under rash driving or road rage,,,,,25.7,25.7,18.52,73.85
,,,,,,,,,
Pune,Cheating,17.7,15.2,15,18.7,15.2,16.4,18.52,73.85
,,,,,,,,,
Pune,Communal riots,,,,,0.2,0.2,18.52,73.85
,,,,,,,,,
Pune,Counterfeit currency & bank notes total,,,,,0.3,0.3,18.52,73.85
,,,,,,,,,
Pune,Counterfeiting,1,0.7,0.4,0.5,0.3,0.6,18.52,73.85
,,,,,,,,,
Pune,Counterfeiting currency - notes or bank notes,,,,,0.3,0.3,18.52,73.85
,,,,,,,,,
Pune,Counterfeiting government stamp,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Criminal breach of trust,1.9,1.8,1.8,1.3,1.4,1.6,18.52,73.85
,,,,,,,,,
Pune,Criminal trespass or burglary,,,,,18.9,18.9,18.52,73.85
,,,,,,,,,
Pune,Cruelty by husband or his relatives,9,10.5,9,14.4,16.4,11.9,18.52,73.85
,,,,,,,,,
Pune,Culpable homicide not amounting to murder,0.2,0.1,0.1,0.2,0.2,0.2,18.52,73.85
,,,,,,,,,
Pune,Custodial rape,0,0,0,0,0,0,18.52,73.85
,,,,,,,,,
Pune,Dacoity,0.8,0.4,0.7,0.4,1.8,0.8,18.52,73.85
,,,,,,,,,
Pune,Dacoity with murder,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Deaths due to other causes,,,,,0.9,0.9,18.52,73.85
,,,,,,,,,
Pune,Deaths due to rash or negligent driving,,,,,8.1,8.1,18.52,73.85
,,,,,,,,,
Pune,Disclosure of identity of victims,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Dowry deaths,0.2,0.3,0.4,0.4,0.8,0.4,18.52,73.85
,,,,,,,,,
Pune,Extortion,,,,,1.2,1.2,18.52,73.85
,,,,,,,,,
Pune,Forgery,,,,,0.2,0.2,18.52,73.85
,,,,,,,,,
Pune,Gang rape,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Gang rape other than custodial,,,,,0.1,0.1,18.52,73.85
,,,,,,,,,
Pune,Grievous hurt,,,,,9.3,9.3,18.52,73.85
,,,,,,,,,
Pune,House trespass & house breaking,,,,,8.1,8.1,18.52,73.85
,,,,,,,,,
Pune,Human trafficking,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Hurt,31.1,19.6,21.2,20.2,9.3,20.3,18.52,73.85
,,,,,,,,,
Pune,Importation of girls from foreign country,0,0,0,0,0,0,18.52,73.85
,,,,,,,,,
Pune,Imputation or assertions prejudicial to national integration,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Industrial riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Insult to modesty of women at office premises,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Insult to modesty of women at other places,,,,,3.8,3.8,18.52,73.85
,,,,,,,,,
Pune,Insult to modesty of women in other places related to work,,,,,0.3,0.3,18.52,73.85
,,,,,,,,,
Pune,Insult to modesty of women in public transport system,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Insult to the modesty of women,3.8,3.3,3.6,5.4,4.1,4,18.52,73.85
,,,,,,,,,
Pune,Kidnapping,,,,,2.1,2.1,18.52,73.85
,,,,,,,,,
Pune,Kidnapping & abduction,3.4,2.1,2.2,3.5,4.5,3.1,18.52,73.85
,,,,,,,,,
Pune,Kidnapping & abduction in order to murder,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Kidnapping & abduction of others,0.9,0.6,,1,0,0.8,18.52,73.85
,,,,,,,,,
Pune,Kidnapping & abduction of women and girls,3.9,3,3.2,5.2,0,3.8,18.52,73.85
,,,,,,,,,
Pune,Kidnapping & abduction of women to compel her for marriage,,,,,2,2,18.52,73.85
,,,,,,,,,
Pune,Kidnapping for ransom,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Kidnapping of others,,,0.6,,0,0.6,18.52,73.85
,,,,,,,,,
Pune,Making or possessing materials for forged currency or bank notes,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Making or using documents resembling currency notes or bank notes,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Making preparation and assembly for committing dacoity,,,,,0.7,0.7,18.52,73.85
,,,,,,,,,
Pune,Murder,3.4,2.2,2.2,2.6,2.7,2.6,18.52,73.85
,,,,,,,,,
Pune,Offences against state,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Offences promoting enmity between different groups,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Offences related to counterfeit coin,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Other IPC crimes,89.4,45.9,47.4,47.9,40.9,54.3,18.52,73.85
,,,,,,,,,
Pune,Other cases of assault on women to outrage her modesty,,,,,12.5,12.5,18.52,73.85
,,,,,,,,,
Pune,Other caste conflict riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Other kidnapping & abduction,,,,,1.5,1.5,18.52,73.85
,,,,,,,,,
Pune,Other rape,3.8,3.3,3.6,7.2,0.6,3.7,18.52,73.85
,,,,,,,,,
Pune,Other rape other than custodial,,,,,7.8,7.8,18.52,73.85
,,,,,,,,,
Pune,Other theft,46,36.5,31.2,33.5,41.3,37.7,18.52,73.85
,,,,,,,,,
Pune,Political riots,,,,,0.3,0.3,18.52,73.85
,,,,,,,,,
Pune,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Preparation & assembly for dacoity,0.8,0.7,1,0.8,0,0.8,18.52,73.85
,,,,,,,,,
Pune,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Rape,3.8,3.3,3.6,7.2,7.9,5.2,18.52,73.85
,,,,,,,,,
Pune,Rape other than custodial,,,,,7.9,7.9,18.52,73.85
,,,,,,,,,
Pune,Riots,10.5,9.5,10.5,9.8,5.1,9.1,18.52,73.85
,,,,,,,,,
Pune,Riots others,,,,,4.7,4.7,18.52,73.85
,,,,,,,,,
Pune,Robbery,12,10.8,14.5,17.1,17.3,14.3,18.52,73.85
,,,,,,,,,
Pune,SCs-STs vs Non-SCs-STs riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Sectarian riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Sedition,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Sexual harassment,,,,,4.6,4.6,18.52,73.85
,,,,,,,,,
Pune,Sexual harassment and molestation of women,7.1,8.3,8.6,18.1,23.1,13,18.52,73.85
,,,,,,,,,
Pune,Stalking,,,,,1.6,1.6,18.52,73.85
,,,,,,,,,
Pune,Student riots,,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Theft,124.4,93.3,82.8,81,96.4,95.6,18.52,73.85
,,,,,,,,,
Pune,Total cognizable crimes under IPC,362.1,249.9,243.7,260.6,286.5,280.6,18.52,73.85
,,,,,,,,,
Pune,Unlawful assembly,,,,,0.2,0.2,18.52,73.85
,,,,,,,,,
Pune,Unnatural offences,,,,,0.2,0.2,18.52,73.85
,,,,,,,,,
Pune,Use of criminal force with intent to disrobe women,,,,,0.3,0.3,18.52,73.85
,,,,,,,,,
Pune,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,18.52,73.85
,,,,,,,,,
Pune,Voyeurism,,,,,0.1,0.1,18.52,73.85
,,,,,,,,,
Raipur,Acid attack,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Agrarian riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Arson,,2.9,3.2,3.9,1.7,2.9,21.24,81.63
,,,,,,,,,
Raipur,Assault on women with intent to outrage her modesty,,35.8,16.4,31.4,22.1,26.4,21.24,81.63
,,,,,,,,,
Raipur,Attempt to acid attack,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Attempt to commit murder,,4.6,3.3,6.4,6.3,5.2,21.24,81.63
,,,,,,,,,
Raipur,Attempt to commit rape,,,,,0.7,0.7,21.24,81.63
,,,,,,,,,
Raipur,Auto theft,,56.9,52,62.4,67.8,59.8,21.24,81.63
,,,,,,,,,
Raipur,Burglary,,41.5,34.8,37,32.7,36.5,21.24,81.63
,,,,,,,,,
Raipur,Caste conflict riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Causing death by negligence,,18.9,12.5,15,12.9,14.8,21.24,81.63
,,,,,,,,,
Raipur,Causing injuries under rash driving or road rage,,,,,104.5,104.5,21.24,81.63
,,,,,,,,,
Raipur,Cheating,,18.2,16.8,18,22.4,18.9,21.24,81.63
,,,,,,,,,
Raipur,Communal riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Counterfeit currency & bank notes total,,,,,0.3,0.3,21.24,81.63
,,,,,,,,,
Raipur,Counterfeiting,,0.3,0.7,0.9,0.3,0.6,21.24,81.63
,,,,,,,,,
Raipur,Counterfeiting currency - notes or bank notes,,,,,0.3,0.3,21.24,81.63
,,,,,,,,,
Raipur,Counterfeiting government stamp,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Criminal breach of trust,,3.7,2,2,2.6,2.6,21.24,81.63
,,,,,,,,,
Raipur,Criminal trespass or burglary,,,,,29.9,29.9,21.24,81.63
,,,,,,,,,
Raipur,Cruelty by husband or his relatives,,10.8,15.8,26.6,15.3,17.1,21.24,81.63
,,,,,,,,,
Raipur,Culpable homicide not amounting to murder,,0.1,0.1,0.2,0.2,0.2,21.24,81.63
,,,,,,,,,
Raipur,Custodial rape,,0,0,0,0,0,21.24,81.63
,,,,,,,,,
Raipur,Dacoity,,0.3,0.1,0.2,0.2,0.2,21.24,81.63
,,,,,,,,,
Raipur,Dacoity with murder,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Deaths due to other causes,,,,,2.3,2.3,21.24,81.63
,,,,,,,,,
Raipur,Deaths due to rash or negligent driving,,,,,10.6,10.6,21.24,81.63
,,,,,,,,,
Raipur,Disclosure of identity of victims,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Dowry deaths,,0.7,0.9,1.5,0.4,0.9,21.24,81.63
,,,,,,,,,
Raipur,Extortion,,,,,1,1,21.24,81.63
,,,,,,,,,
Raipur,Forgery,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Gang rape,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Gang rape other than custodial,,,,,0.7,0.7,21.24,81.63
,,,,,,,,,
Raipur,Grievous hurt,,,,,8.8,8.8,21.24,81.63
,,,,,,,,,
Raipur,House trespass & house breaking,,,,,2.8,2.8,21.24,81.63
,,,,,,,,,
Raipur,Human trafficking,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Hurt,,155.4,162,151,8.8,119.3,21.24,81.63
,,,,,,,,,
Raipur,Importation of girls from foreign country,,0,0,0,0,0,21.24,81.63
,,,,,,,,,
Raipur,Imputation or assertions prejudicial to national integration,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Industrial riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Insult to modesty of women at office premises,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Insult to modesty of women at other places,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Insult to modesty of women in other places related to work,,,,,0.6,0.6,21.24,81.63
,,,,,,,,,
Raipur,Insult to modesty of women in public transport system,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Insult to the modesty of women,,5,4.8,3.5,0.6,3.5,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping,,,,,12.9,12.9,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping & abduction,,1.4,1.5,23.7,15.2,10.4,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping & abduction in order to murder,,,,,0.1,0.1,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping & abduction of others,,0.6,,5.3,0,2.9,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping & abduction of women and girls,,1.7,2,37.9,0,13.9,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping & abduction of women to compel her for marriage,,,,,3.9,3.9,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping for ransom,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Kidnapping of others,,,0.5,,0,0.5,21.24,81.63
,,,,,,,,,
Raipur,Making or possessing materials for forged currency or bank notes,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Making or using documents resembling currency notes or bank notes,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Making preparation and assembly for committing dacoity,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Murder,,3.4,3.3,3.5,2.6,3.2,21.24,81.63
,,,,,,,,,
Raipur,Offences against state,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Offences promoting enmity between different groups,,,,,0.3,0.3,21.24,81.63
,,,,,,,,,
Raipur,Offences related to counterfeit coin,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Other IPC crimes,,172.8,173.1,164.5,164.6,168.8,21.24,81.63
,,,,,,,,,
Raipur,Other cases of assault on women to outrage her modesty,,,,,11.4,11.4,21.24,81.63
,,,,,,,,,
Raipur,Other caste conflict riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Other kidnapping & abduction,,,,,0.4,0.4,21.24,81.63
,,,,,,,,,
Raipur,Other rape,,4.4,11.8,15.6,0.1,8,21.24,81.63
,,,,,,,,,
Raipur,Other rape other than custodial,,,,,15.4,15.4,21.24,81.63
,,,,,,,,,
Raipur,Other theft,,33.3,36.5,41.5,51.6,40.7,21.24,81.63
,,,,,,,,,
Raipur,Political riots,,,,,0.2,0.2,21.24,81.63
,,,,,,,,,
Raipur,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Preparation & assembly for dacoity,,0,0.1,0,0,0,21.24,81.63
,,,,,,,,,
Raipur,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0.3,0.3,21.24,81.63
,,,,,,,,,
Raipur,Rape,,4.4,11.8,15.6,16.2,12,21.24,81.63
,,,,,,,,,
Raipur,Rape other than custodial,,,,,16.2,16.2,21.24,81.63
,,,,,,,,,
Raipur,Riots,,8.7,5,3.8,4,5.4,21.24,81.63
,,,,,,,,,
Raipur,Riots others,,,,,3.8,3.8,21.24,81.63
,,,,,,,,,
Raipur,Robbery,,4.2,2.9,3.7,5.4,4,21.24,81.63
,,,,,,,,,
Raipur,SCs-STs vs Non-SCs-STs riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Sectarian riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Sedition,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Sexual harassment,,,,,7.7,7.7,21.24,81.63
,,,,,,,,,
Raipur,Sexual harassment and molestation of women,,40.8,21.1,34.9,22.6,29.9,21.24,81.63
,,,,,,,,,
Raipur,Stalking,,,,,2,2,21.24,81.63
,,,,,,,,,
Raipur,Student riots,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Theft,,90.2,88.5,103.9,119.3,100.5,21.24,81.63
,,,,,,,,,
Raipur,Total cognizable crimes under IPC,,554.1,534,575.8,532.1,549,21.24,81.63
,,,,,,,,,
Raipur,Unlawful assembly,,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Unnatural offences,,,,,0.4,0.4,21.24,81.63
,,,,,,,,,
Raipur,Use of criminal force with intent to disrobe women,,,,,0.9,0.9,21.24,81.63
,,,,,,,,,
Raipur,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,21.24,81.63
,,,,,,,,,
Raipur,Voyeurism,,,,,0,0,21.24,81.63
,,,,,,,,,
Rajkot,Acid attack,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Agrarian riots,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Arson,1.7,0.9,0.6,1.5,0.8,1.1,22.3,70.8
,,,,,,,,,
Rajkot,Assault on women with intent to outrage her modesty,2.1,2.6,1.5,2.7,4.7,2.7,22.3,70.8
,,,,,,,,,
Rajkot,Attempt to acid attack,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Attempt to commit murder,2.2,1.6,2,1.9,3.1,2.2,22.3,70.8
,,,,,,,,,
Rajkot,Attempt to commit rape,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Auto theft,79.6,52.7,55.7,45.5,48.2,56.3,22.3,70.8
,,,,,,,,,
Rajkot,Burglary,24.3,13.4,14.2,18.1,12.7,16.5,22.3,70.8
,,,,,,,,,
Rajkot,Caste conflict riots,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Causing death by negligence,11.7,11.6,10,8.6,10.2,10.4,22.3,70.8
,,,,,,,,,
Rajkot,Causing injuries under rash driving or road rage,,,,,45,45,22.3,70.8
,,,,,,,,,
Rajkot,Cheating,2.6,3,3.1,1.7,1.3,2.3,22.3,70.8
,,,,,,,,,
Rajkot,Communal riots,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Counterfeit currency & bank notes total,,,,,0.2,0.2,22.3,70.8
,,,,,,,,,
Rajkot,Counterfeiting,0.9,0.5,0.8,0.5,0.2,0.6,22.3,70.8
,,,,,,,,,
Rajkot,Counterfeiting currency - notes or bank notes,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Counterfeiting government stamp,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Criminal breach of trust,5.2,4.8,6,6.7,5,5.5,22.3,70.8
,,,,,,,,,
Rajkot,Criminal trespass or burglary,,,,,2.7,2.7,22.3,70.8
,,,,,,,,,
Rajkot,Cruelty by husband or his relatives,44.6,37.3,40,38.5,45.6,41.2,22.3,70.8
,,,,,,,,,
Rajkot,Culpable homicide not amounting to murder,0.1,0,0.2,0.2,0.1,0.1,22.3,70.8
,,,,,,,,,
Rajkot,Custodial rape,0,0,0,0,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Dacoity,0.9,0.2,1,0.3,0.5,0.6,22.3,70.8
,,,,,,,,,
Rajkot,Dacoity with murder,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Deaths due to other causes,,,,,0.4,0.4,22.3,70.8
,,,,,,,,,
Rajkot,Deaths due to rash or negligent driving,,,,,9.8,9.8,22.3,70.8
,,,,,,,,,
Rajkot,Disclosure of identity of victims,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Dowry deaths,0,0,0,0.2,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Extortion,,,,,1.2,1.2,22.3,70.8
,,,,,,,,,
Rajkot,Forgery,,,,,0.2,0.2,22.3,70.8
,,,,,,,,,
Rajkot,Gang rape,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Gang rape other than custodial,,,,,0.2,0.2,22.3,70.8
,,,,,,,,,
Rajkot,Grievous hurt,,,,,6.6,6.6,22.3,70.8
,,,,,,,,,
Rajkot,House trespass & house breaking,,,,,9.9,9.9,22.3,70.8
,,,,,,,,,
Rajkot,Human trafficking,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Hurt,39.2,25.9,24.2,27.7,6.6,24.7,22.3,70.8
,,,,,,,,,
Rajkot,Importation of girls from foreign country,0,0,0,0,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Imputation or assertions prejudicial to national integration,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Industrial riots,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Insult to modesty of women at office premises,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Insult to modesty of women at other places,,,,,0.8,0.8,22.3,70.8
,,,,,,,,,
Rajkot,Insult to modesty of women in other places related to work,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Insult to modesty of women in public transport system,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Insult to the modesty of women,1.1,0.5,0.5,0.6,0.8,0.7,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping,,,,,1.9,1.9,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping & abduction,3.9,2.9,4.7,4.5,7.1,4.6,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping & abduction in order to murder,,,,,0,0,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping & abduction of others,0.7,0.4,,1.2,0,0.8,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping & abduction of women and girls,4.9,5.2,7.6,7.1,0,6.2,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping & abduction of women to compel her for marriage,,,,,7.9,7.9,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping for ransom,,,,,0.3,0.3,22.3,70.8
,,,,,,,,,
Rajkot,Kidnapping of others,,,1.2,,0,1.2,22.3,70.8
,,,,,,,,,
